,gvkey,adate,qdate,public_date,PE,DPR,ROE,PTB,PEG,DIVY,TICKER,Year,Completeness_Score,,,,,,,
17434,27945,12/31/2022,9/30/2023,11/30/2023,10.532,0.265,0.096,0.985,0.458,2.68%,CSTR,2023,12,,,,,,,
35288,63456,12/31/2022,9/30/2023,11/30/2023,11.766,0.224,0.157,1.61,0.158,1.99%,CSV,2023,12,,,,,,,
14974,24601,3/31/2023,9/30/2023,12/31/2023,31.189,0.108,0.194,5.495,1.056,0.37%,CSWI,2023,12,,,,,,,
1061,2574,12/31/2022,12/31/2022,4/30/2023,15.713,0.205,0.203,3.086,1.112,1.44%,CSX,2023,12,,,,,,,
1405,3062,5/31/2023,8/31/2023,12/31/2023,45.347,0.341,0.342,13.41,2.849,0.90%,CTAS,2023,12,,,,,,,
11426,19262,12/31/2022,9/30/2023,12/31/2023,9.576,0.389,0.128,1.209,0.755,4.20%,CTBI,2023,12,,,,,,,
1605,3342,12/31/2022,6/30/2023,10/31/2023,64.875,0,0.025,1.529,5.177,0,CTG,2023,11,,,,,,,
45532,186109,6/30/2023,9/30/2023,11/30/2023,-3.618,0,-6.468,18.602,0.168,0,CTGO,2023,9,,,,,,,
36430,65850,6/30/2022,3/31/2023,7/31/2023,-2.562,0,-0.175,0.543,0.168,0,CTHR,2023,10,,,,,,,
36385,65765,12/31/2022,6/30/2023,10/31/2023,-23.25,0,-0.116,14.418,-0.422,0,CTIB,2023,10,,,,,,,
35735,64515,12/31/2021,9/30/2022,1/31/2023,-5.168,0,-5.267,53.068,-0.201,0,CTIC,2023,10,,,,,,,
30594,39246,12/31/2022,9/30/2023,11/30/2023,-69.4,0,-0.033,2.264,0.168,0,CTKB,2023,10,,,,,,,
34756,62213,6/30/2023,9/30/2023,11/30/2023,50.5,0.102,0.072,3.039,0.168,0,CTLP,2023,10,,,,,,,
12208,20228,6/30/2022,3/31/2023,7/31/2023,297.449,0,0.004,1.814,5.475,0,CTLT,2023,11,,,,,,,
16079,26112,12/31/2021,9/30/2022,1/31/2023,-1.184,0,-1.956,6.28,-0.081,0,CTMX,2023,10,,,,,,,
33947,42891,12/31/2022,9/30/2023,11/30/2023,158,0,9.573,2.2,0.168,0,CTNT,2023,10,,,,,,,
23631,35490,12/31/2022,9/30/2023,11/30/2023,21.519,0,0.071,1.494,0.022,0,CTOS,2023,11,,,,,,,
12344,20548,12/31/2022,9/30/2023,11/30/2023,9.052,0.569,0.14,1.223,0.056,4.46%,CTRA,2023,12,,,,,,,
41451,163051,1/31/2023,10/31/2023,12/31/2023,-26.185,0,-0.056,1.579,-0.247,0,CTRN,2023,11,,,,,,,
1081,2577,12/31/2022,9/30/2023,12/31/2023,23.021,0.084,0.115,2.533,0.1705,0.37%,CTS,2023,11,,,,,,,
37376,111864,12/31/2022,9/30/2023,12/31/2023,18.377,0.28,0.165,2.891,1.112,1.54%,CTSH,2023,12,,,,,,,
41619,163965,12/31/2022,9/30/2023,11/30/2023,-2.222,0,-0.735,2.881,-0.048,0,CTSO,2023,10,,,,,,,
23164,35168,12/31/2022,9/30/2023,12/31/2023,30.522,0.388,0.042,1.284,0.566,1.34%,CTVA,2023,12,,,,,,,
13156,21807,9/30/2023,9/30/2023,11/30/2023,-3.504,0,-0.317,1.263,0.17,0,CTXR,2023,9,,,,,,,
42252,170396,12/31/2022,9/30/2023,12/31/2023,9.146,0.137,0.169,1.271,0.173,0,CUBI,2023,11,,,,,,,
20721,32674,12/31/2022,9/30/2023,11/30/2023,-2.101,0,-0.954,2.644,0.169,0,CUE,2023,9,,,,,,,
11121,18885,12/31/2022,9/30/2023,11/30/2023,-0.215,0,-3.264,1.732,0.169,0,CUEN,2023,9,,,,,,,
44770,183663,12/31/2022,9/30/2023,11/30/2023,18.421,0.221,0.04,0.753,0.169,1.14%,CULL,2023,11,,,,,,,
1830,3647,4/30/2023,4/30/2023,8/31/2023,-2.183,0,-0.286,0.735,-0.012,0,CULP,2023,10,,,,,,,
26220,37214,12/31/2022,9/30/2023,11/30/2023,-0.622,0,-0.509,0.476,0.17,0,CURI,2023,9,,,,,,,
13530,22439,12/31/2021,9/30/2022,1/31/2023,-9.619,0.269,-0.102,1.314,0.17,0,CURO,2023,10,,,,,,,
30293,39156,1/31/2023,10/31/2023,12/31/2023,52.455,0,0.027,1.671,0.17,0,CURV,2023,8,,,,,,,
39646,146648,12/31/2021,9/30/2022,1/31/2023,-8.353,0,-1.754,44.483,0.17,0,CUTR,2023,10,,,,,,,
12057,20019,12/31/2022,9/30/2023,12/31/2023,11.807,0.471,0.122,1.442,1.182,3.96%,CVBF,2023,12,,,,,,,
1261,2820,3/31/2023,9/30/2023,12/31/2023,15.684,0,0.199,2.815,0.244,0,CVCO,2023,11,,,,,,,
35169,63224,12/31/2022,9/30/2023,12/31/2023,9.634,0.207,0.155,1.454,0.432,2.15%,CVCY,2023,12,,,,,,,
40875,160570,12/31/2021,9/30/2022,1/31/2023,22.053,0,0.098,2.026,0.168,0,CVGI,2023,10,,,,,,,
39766,147708,10/31/2023,10/31/2023,12/31/2023,-62.574,0,-0.039,2.492,0.168,1.36%,CVGW,2023,10,,,,,,,
43700,178672,12/31/2022,12/31/2022,4/30/2023,5.726,1.043,0.578,3.395,0.012,7.59%,CVI,2023,12,,,,,,,
33673,41616,12/31/2022,9/30/2023,11/30/2023,-0.46,0,-26.276,0.685,0.168,0,CVKD,2023,9,,,,,,,
19324,30877,12/31/2022,9/30/2023,12/31/2023,11.958,0.102,0.113,0.981,0.168,0.96%,CVLG,2023,11,,,,,,,
42545,174077,3/31/2022,9/30/2022,1/31/2023,111.125,0,0.096,10.423,0.59,0,CVLT,2023,11,,,,,,,
10271,17715,12/31/2022,9/30/2023,12/31/2023,8.986,0.223,0.153,1.347,0.151,2.65%,CVLY,2023,12,,,,,,,
7990,12711,9/30/2022,9/30/2022,1/31/2023,-3.011,0,-0.828,3.558,-0.402,0,CVM,2023,10,,,,,,,
19395,30999,12/31/2022,9/30/2023,11/30/2023,-5.372,0,-0.877,10.535,-0.036,0,CVNA,2023,10,,,,,,,
1352,2999,12/31/2022,3/31/2023,7/31/2023,12.984,0.462,0.059,0.77,0.159,3.55%,CVR,2023,12,,,,,,,
30258,39127,12/31/2022,9/30/2023,12/31/2023,-15.262,0,-0.408,7.901,0.1705,0,CVRX,2023,9,,,,,,,
4286,7241,12/31/2022,9/30/2023,12/31/2023,11.874,0.356,0.114,1.293,0.333,3.06%,CVS,2023,12,,,,,,,
26430,37356,12/31/2022,3/31/2023,5/31/2023,-38.591,0,-0.063,2.581,0.17,0,CVT,2023,9,,,,,,,
15765,25726,12/31/2022,9/30/2023,11/30/2023,3.189,0,0.192,4.097,0.12,0,CVU,2023,11,,,,,,,
1100,2581,12/31/2022,3/31/2023,7/31/2023,72.182,0,0.026,1.82,6.433,0,CVV,2023,11,,,,,,,
1345,2991,12/31/2022,9/30/2023,12/31/2023,11.073,0.441,0.144,1.518,1.05,4.05%,CVX,2023,12,,,,,,,
1857,3662,12/31/2022,9/30/2023,11/30/2023,24.007,0.086,0.16,3.553,1.376,0.37%,CW,2023,12,,,,,,,
31629,39554,12/31/2022,9/30/2023,11/30/2023,-193.73,0,-0.071,5.802,0.168,0,CWAN,2023,9,,,,,,,
34937,62646,12/31/2022,9/30/2023,12/31/2023,15.254,0.272,0.091,1.326,1.649,1.84%,CWBC,2023,12,,,,,,,
13724,22803,12/31/2022,6/30/2023,8/31/2023,-0.619,0,-0.743,0.826,-0.001,0,CWBR,2023,10,,,,,,,
33691,41636,12/31/2022,9/30/2023,11/30/2023,-2.41,0,-0.798,4.767,0.168,0,CWD,2023,10,,,,,,,
10647,18293,12/31/2022,9/30/2023,11/30/2023,54.283,5.667,0.023,0.909,0.113,6.35%,CWEN,2023,12,,,,,,,
11260,19071,12/31/2022,9/30/2023,11/30/2023,88.083,6.003,0.094,6.343,2.838,2.37%,CWH,2023,12,,,,,,,
36350,65702,12/31/2022,9/30/2023,11/30/2023,122.545,0,0.057,4.469,6.033,0,CWST,2023,11,,,,,,,
1151,2628,12/31/2022,6/30/2023,10/31/2023,42.33,0.897,0.039,1.636,0.673,2.14%,CWT,2023,12,,,,,,,
26852,37526,,9/30/2023,12/31/2023,6.014,0,0.027,0.301,0.168,0,CXAI,2023,6,,,,,,,
37335,111629,12/31/2022,3/31/2023,7/31/2023,-1.164,0,-0.598,1.08,-0.003,1.18%,CXDO,2023,11,,,,,,,
29581,38915,1/31/2023,10/31/2023,12/31/2023,109.455,0,0.052,2.768,0.168,0,CXM,2023,10,,,,,,,
33921,42284,12/31/2022,9/30/2023,11/30/2023,14.496,0.079,0.25,2.969,0.168,1.09%,CXT,2023,11,,,,,,,
7881,12575,3/31/2023,9/30/2023,12/31/2023,-1.328,0,-0.249,0.401,-0.008,0,CYAN,2023,10,,,,,,,
40979,160809,12/31/2022,3/31/2023,7/31/2023,-5.068,0,-0.901,0.833,-0.028,0,CYCC,2023,10,,,,,,,
22650,34746,12/31/2022,9/30/2023,11/30/2023,-0.268,0,-2.01,0.414,-0.001,0,CYCN,2023,10,,,,,,,
14295,23714,12/31/2022,9/30/2023,11/30/2023,1.428,0,0.027,1.668,0.17,0,CYH,2023,8,,,,,,,
31745,39575,12/31/2022,9/30/2023,11/30/2023,-0.412,0,-1.067,1.064,0.17,0,CYN,2023,9,,,,,,,
41187,162146,12/31/2022,9/30/2023,11/30/2023,-12.407,0,-0.086,1.325,-0.1,0,CYRX,2023,10,,,,,,,
29651,38925,12/31/2022,9/30/2023,11/30/2023,-3.258,0,-0.236,0.877,0.1705,0,CYT,2023,9,,,,,,,
36998,106100,12/31/2022,9/30/2023,11/30/2023,-0.906,0,-6.112,44.536,0.1705,0,CYTH,2023,9,,,,,,,
40660,158563,12/31/2021,9/30/2022,1/31/2023,-13.234,0,-1.566,16.52,-0.666,0,CYTK,2023,10,,,,,,,
31109,39371,12/31/2022,3/31/2023,5/31/2023,-0.046,0,-1.058,0.378,0.171,0,CYXT,2023,9,,,,,,,
12999,21521,12/31/2022,9/30/2023,12/31/2023,14.809,0.447,0.084,1.159,0.171,3.03%,CZFS,2023,11,,,,,,,
10449,18037,12/31/2022,9/30/2023,12/31/2023,12.531,0.57,0.112,1.426,0.825,4.99%,CZNC,2023,12,,,,,,,
13167,21808,12/31/2022,6/30/2023,10/31/2023,12.584,0,0.147,1.865,5.552,0,CZR,2023,11,,,,,,,
46507,266160,12/31/2022,9/30/2023,12/31/2023,8.739,0.216,0.085,0.741,0.726,2.48%,CZWI,2023,12,,,,,,,
2094,4029,12/31/2022,9/30/2023,11/30/2023,21.59,1.323,0.055,1.147,0.743,5.89%,D,2023,12,,,,,,,
1917,3761,12/31/2022,9/30/2023,11/30/2023,28.7,0,0.045,1.32,0.168,0,DAIO,2023,10,,,,,,,
18649,29705,4/30/2023,4/30/2023,8/31/2023,55.733,0,0.035,1.901,0.046,0,DAKT,2023,11,,,,,,,
1966,3851,12/31/2022,9/30/2023,12/31/2023,7.605,0.019,0.532,2.806,0.006,0.99%,DAL,2023,12,,,,,,,
43947,179288,12/31/2022,9/30/2023,11/30/2023,-2.909,0,-0.531,3.745,-0.037,16.70%,DALN,2023,11,,,,,,,
1883,3734,12/31/2021,9/30/2022,1/31/2023,-69.769,0.294,-0.02,1.603,-0.163,2.21%,DAN,2023,12,,,,,,,
19209,30651,12/31/2022,9/30/2023,11/30/2023,9.925,0,0.162,1.433,0.636,0,DAR,2023,11,,,,,,,
20225,32233,12/31/2022,9/30/2023,11/30/2023,-0.729,0,-2.902,3.104,0.1705,0,DARE,2023,9,,,,,,,
26609,37420,12/31/2022,9/30/2023,11/30/2023,-35.067,0,-0.158,5.312,0.1705,0,DASH,2023,9,,,,,,,
31248,39426,12/31/2022,9/30/2023,11/30/2023,-0.402,0,-0.888,0.576,0.1705,0,DATS,2023,9,,,,,,,
27740,37961,12/31/2022,9/30/2023,11/30/2023,-0.997,0,-0.678,0.799,0.1705,0,DAVE,2023,9,,,,,,,
29264,38763,12/31/2022,9/30/2023,11/30/2023,-5.057,0,-0.491,2.587,0.1705,0,DAWN,2023,9,,,,,,,
2004,3946,12/31/2022,9/30/2023,11/30/2023,0.765,0.048,0.027,0.844,0.1705,0,DBD,2023,9,,,,,,,
23136,35152,12/31/2022,9/30/2023,11/30/2023,-0.015,0,-6.187,0.531,0.1705,0,DBGI,2023,9,,,,,,,
14546,24171,1/31/2023,10/31/2023,12/31/2023,5.673,0.12,0.242,1.122,0.1705,2.26%,DBI,2023,11,,,,,,,
27587,37863,12/31/2022,6/30/2023,8/31/2023,-2,0,-0.704,2.385,0.1705,0,DBTX,2023,9,,,,,,,
21161,33152,12/31/2022,3/31/2023,7/31/2023,17.614,0,0.027,1.672,0.02,0,DBX,2023,9,,,,,,,
33389,41111,12/31/2022,9/30/2023,11/30/2023,-6.267,0,-0.343,2.641,0.171,0,DC,2023,9,,,,,,,
26071,37146,12/31/2022,9/30/2023,11/30/2023,80.714,0,0.027,2.041,0.171,0,DCGO,2023,10,,,,,,,
2107,4036,7/31/2023,10/31/2023,12/31/2023,22.078,0.32,0.286,5.758,1.527,1.53%,DCI,2023,12,,,,,,,
2154,4091,12/31/2022,9/30/2023,11/30/2023,34.986,0,0.034,1.138,0.495,0,DCO,2023,11,,,,,,,
35133,63135,12/31/2022,9/30/2023,12/31/2023,9.254,0.465,0.113,0.961,0.35,3.71%,DCOM,2023,12,,,,,,,
20442,32383,12/31/2022,9/30/2023,12/31/2023,-6.864,0,-0.497,3.386,0.169,0,DCPH,2023,9,,,,,,,
25437,36788,8/31/2022,11/30/2022,1/31/2023,-172.09,0,-0.019,3.399,0.169,0,DCT,2023,9,,,,,,,
39046,140023,12/31/2021,9/30/2022,1/31/2023,-0.937,0,-3.465,3.135,-0.001,0,DCTH,2023,10,,,,,,,
2123,4060,12/31/2022,12/31/2022,4/30/2023,34.515,0.647,0.036,1.152,0.739,2.07%,DD,2023,12,,,,,,,
9049,14898,12/31/2021,9/30/2022,1/31/2023,-13.244,0,-0.129,1.918,0.169,0,DDD,2023,10,,,,,,,
23777,35620,12/31/2022,9/30/2023,11/30/2023,-298.36,0,-0.024,19.498,-5.845,0,DDOG,2023,10,,,,,,,
2031,3964,1/31/2023,4/30/2023,8/31/2023,7.043,0.322,0.546,2.563,0.794,4.58%,DDS,2023,12,,,,,,,
1954,3835,10/31/2023,10/31/2023,12/31/2023,11.547,0.111,0.472,5.024,0.182,1.47%,DE,2023,12,,,,,,,
18168,29015,3/31/2023,9/30/2023,12/31/2023,28.861,0,0.358,9.581,0.985,0,DECK,2023,11,,,,,,,
8858,14489,1/31/2022,10/31/2022,2/28/2023,17.148,0.404,0.201,1.668,1.246,3.25%,DELL,2023,11,,,,,,,
12438,20653,12/31/2022,6/30/2023,9/30/2023,10.951,0,0.315,2.744,0.02,0,DEN,2023,11,,,,,,,
11505,19398,12/31/2022,9/30/2023,11/30/2023,18.25,0,0.027,1.667,0.161,0,DENN,2023,9,,,,,,,
32691,39941,12/31/2022,9/30/2023,11/30/2023,-6.188,0,-0.975,3.074,0.168,0,DERM,2023,9,,,,,,,
16539,26809,12/31/2022,6/30/2023,10/31/2023,-2.552,0,-0.317,3.449,-0.002,0,DFFN,2023,10,,,,,,,
27403,37793,12/31/2022,9/30/2023,11/30/2023,9.326,0.102,0.43,0.973,0.169,0,DFH,2023,10,,,,,,,
17249,27803,12/31/2022,9/30/2023,11/30/2023,21.699,0,0.241,4.459,0.157,0,DFIN,2023,11,,,,,,,
28313,38277,12/31/2022,9/30/2023,11/30/2023,-0.488,0,-1.936,1.398,0.17,0,DFLI,2023,9,,,,,,,
43402,177376,12/31/2022,9/30/2023,12/31/2023,8.351,0.229,0.271,2.133,0.063,2.49%,DFS,2023,12,,,,,,,
2082,4016,1/31/2023,7/31/2023,11/30/2023,13.434,0.232,0.312,3.88,5.97,1.80%,DG,2023,12,,,,,,,
9567,16714,12/31/2022,9/30/2023,11/30/2023,47.433,2.131,0.02,0.832,0.17,4.78%,DGICA,2023,11,,,,,,,
9556,16710,9/30/2023,9/30/2023,12/31/2023,38.806,0,0.047,1.731,1.068,0,DGII,2023,11,,,,,,,
41199,162233,12/31/2022,9/30/2023,11/30/2023,-0.17,0,-0.825,0.287,0,0,DGLY,2023,10,,,,,,,
35579,64166,12/31/2022,9/30/2023,12/31/2023,20.703,0.407,0.123,2.413,1.965,2.06%,DGX,2023,12,,,,,,,
31332,39476,12/31/2022,9/30/2023,11/30/2023,-4.97,0,-0.174,1.033,0.169,0,DH,2023,9,,,,,,,
15571,25340,9/30/2023,9/30/2023,12/31/2023,10.997,0.072,0.225,2.231,0.31,0.79%,DHI,2023,12,,,,,,,
36091,65235,12/31/2022,9/30/2023,11/30/2023,11.045,0.69,0.262,2.826,0.549,3.74%,DHIL,2023,12,,,,,,,
1906,3735,12/31/2022,9/30/2023,12/31/2023,32.401,0.164,0.109,3.262,1.272,0.42%,DHR,2023,12,,,,,,,
43497,177943,12/31/2022,9/30/2023,11/30/2023,30.75,0,0.034,1.092,0.309,0,DHX,2023,11,,,,,,,
29400,38824,12/31/2022,9/30/2023,11/30/2023,-6.279,0,-0.184,1.252,0.1675,0,DIBS,2023,9,,,,,,,
31451,39508,12/31/2022,6/30/2023,8/31/2023,-20.321,0,-0.252,4.378,0.1675,0,DICE,2023,9,,,,,,,
14671,24291,12/31/2022,9/30/2023,11/30/2023,9.037,0.431,0.027,1.665,0.1675,4.69%,DIN,2023,9,,,,,,,
3317,5667,12/31/2022,9/30/2023,11/30/2023,4.567,0.153,0.212,0.844,0.181,3.43%,DINO,2023,12,,,,,,,
2047,3969,12/31/2022,9/30/2023,12/31/2023,12.66,0,0.189,2.172,0.263,0,DIOD,2023,11,,,,,,,
2059,3980,9/30/2023,9/30/2023,12/31/2023,69.992,0,0.022,1.551,0.1655,0.67%,DIS,2023,11,,,,,,,
34078,60900,12/31/2022,9/30/2023,11/30/2023,1.916,0,0.054,0.136,1.11,0,DISH,2023,11,,,,,,,
34199,61122,9/30/2023,9/30/2023,12/31/2023,10.021,0.305,0.114,1.126,0.197,2.93%,DIT,2023,12,,,,,,,
7868,12568,9/30/2023,9/30/2023,11/30/2023,20.897,0,0.099,1.94,0.026,0,DJCO,2023,11,,,,,,,
42195,166563,12/31/2022,9/30/2023,11/30/2023,25.848,0.89,0.051,1.293,0.164,3.54%,DK,2023,11,,,,,,,
24786,36404,12/31/2022,9/30/2023,11/30/2023,-17.541,0,-0.835,22.248,0.164,0,DKNG,2023,9,,,,,,,
40071,150139,1/31/2023,10/31/2023,12/31/2023,13.085,0.314,0.386,3.585,0.206,2.72%,DKS,2023,12,,,,,,,
38865,137432,9/30/2022,6/30/2023,10/31/2023,-3.416,0,-0.094,0.35,0.163,0,DLA,2023,10,,,,,,,
41266,162354,9/30/2023,9/30/2023,12/31/2023,42.039,0.515,0.087,2.161,20.333,1.39%,DLB,2023,12,,,,,,,
7645,12304,9/30/2023,9/30/2023,12/31/2023,157.5,0,0.015,2.163,7.423,0,DLHC,2023,11,,,,,,,
42775,175299,12/31/2022,9/30/2023,11/30/2023,-1.113,0,-0.594,1.226,-0.009,0,DLPN,2023,10,,,,,,,
16230,26335,1/31/2023,4/30/2023,8/31/2023,-204.5,0,-0.001,0.873,-7.289,0,DLTH,2023,11,,,,,,,
19816,31587,1/31/2023,10/31/2023,12/31/2023,26.954,0,0.118,3.045,1.977,0,DLTR,2023,11,,,,,,,
1978,3863,12/31/2022,9/30/2023,12/31/2023,31.087,1.768,0.046,1.495,0.743,5.59%,DLX,2023,12,,,,,,,
26887,37537,12/31/2022,9/30/2023,11/30/2023,-0.483,0,-0.803,0.554,0.1615,0,DM,2023,9,,,,,,,
44561,182826,12/31/2022,9/30/2023,11/30/2023,-0.091,0,-7.437,1.666,0,0,DMK,2023,9,,,,,,,
44483,181290,12/31/2022,6/30/2023,10/31/2023,-9.939,0,-0.52,6.719,-5.32,0,DMRC,2023,10,,,,,,,
12380,20621,12/31/2022,9/30/2023,11/30/2023,-0.463,0,-0.912,0.755,-0.02,0,DMTK,2023,10,,,,,,,
31949,39680,12/31/2022,9/30/2023,11/30/2023,-2.867,0,-0.546,1.668,0.164,0,DNA,2023,9,,,,,,,
29620,38923,12/31/2022,12/31/2022,4/30/2023,-1.57,0,-0.278,1.652,0.164,0,DNAY,2023,9,,,,,,,
2178,4094,12/31/2022,9/30/2023,11/30/2023,-176.5,0,-0.006,1.075,0.164,1.89%,DNB,2023,10,,,,,,,
20817,32775,12/31/2022,9/30/2023,11/30/2023,-19.702,0,-0.124,2.289,0.164,0,DNLI,2023,9,,,,,,,
27070,37630,12/31/2022,9/30/2023,11/30/2023,-0.768,0,-0.396,0.366,0.164,0,DNMR,2023,9,,,,,,,
12229,20235,12/31/2022,12/31/2022,4/30/2023,9.442,0,0.165,1.396,0.012,0,DNOW,2023,11,,,,,,,
21477,33500,12/31/2022,9/30/2023,11/30/2023,-0.493,0,-0.549,0.929,-0.001,0,DNTH,2023,10,,,,,,,
38605,133767,12/31/2022,9/30/2023,11/30/2023,-50,0,-0.032,1.737,-5.845,1.08%,DNUT,2023,11,,,,,,,
34329,61409,12/31/2022,6/30/2023,8/31/2023,7.868,0.001,0.281,1.63,0.583,0,DO,2023,11,,,,,,,
28182,38188,12/31/2022,9/30/2023,11/30/2023,-298.36,0,-0.115,37.286,0.167,0,DOCN,2023,9,,,,,,,
29663,38927,3/31/2023,9/30/2023,11/30/2023,40.086,0,0.131,3.152,0.167,0,DOCS,2023,10,,,,,,,
21270,33301,1/31/2023,10/31/2023,12/31/2023,237.8,0.008,0.076,12.343,0.167,0,DOCU,2023,10,,,,,,,
31055,39357,12/31/2022,9/30/2023,11/30/2023,-0.427,0,-2.292,1.003,0.167,0,DOMA,2023,9,,,,,,,
11049,18738,12/31/2022,9/30/2023,11/30/2023,-0.515,0,-0.324,0.206,0,0,DOMH,2023,10,,,,,,,
21542,33603,1/31/2023,10/31/2023,12/31/2023,-4.764,0,0.027,1.668,0.1675,0,DOMO,2023,7,,,,,,,
14307,23753,12/31/2022,9/30/2023,11/30/2023,23.466,0,0.091,1.984,2.561,0,DORM,2023,11,,,,,,,
32988,40417,12/31/2021,9/30/2022,1/31/2023,10.567,0.563,0.117,1.26,0.167,4.29%,DOUG,2023,11,,,,,,,
2119,4058,12/31/2022,9/30/2023,12/31/2023,21.128,0.277,0.217,4.158,1.142,1.33%,DOV,2023,12,,,,,,,
22420,34443,12/31/2022,12/31/2022,4/30/2023,8.662,0.96,0.226,1.763,0.119,5.15%,DOW,2023,12,,,,,,,
43986,179454,12/31/2022,9/30/2023,11/30/2023,14.107,0,0.18,2.14,0.229,0,DPSI,2023,11,,,,,,,
40742,160211,12/31/2022,9/30/2023,11/30/2023,26.873,0.314,0.027,1.666,3.218,1.23%,DPZ,2023,10,,,,,,,
32869,40261,12/31/2022,9/30/2023,11/30/2023,36.688,0.598,1.089,5.491,0.164,0,DRCT,2023,10,,,,,,,
20032,31846,5/31/2023,8/31/2023,12/31/2023,20.435,0.609,0.438,8.308,0.164,3.19%,DRI,2023,11,,,,,,,
10159,17485,12/31/2021,9/30/2022,1/31/2023,-1.859,0,-0.705,1.602,-0.005,0,DRIO,2023,10,,,,,,,
29892,38993,12/31/2022,9/30/2023,11/30/2023,-0.164,0,-0.99,0.371,0.1655,0,DRMA,2023,9,,,,,,,
36319,65671,12/31/2022,9/30/2023,11/30/2023,-298.36,0,-0.002,0.861,-3.185,0,DRQ,2023,11,,,,,,,
39080,140044,12/31/2022,9/30/2023,11/30/2023,-0.405,0,-1.812,1.284,-0.001,0,DRRX,2023,10,,,,,,,
28679,38477,12/31/2022,9/30/2023,11/30/2023,28.797,0,0.074,2.149,0.1675,0,DRS,2023,10,,,,,,,
11434,19267,12/31/2022,6/30/2023,8/31/2023,6.02,0,-1.189,2.712,0.1675,0,DRTT,2023,8,,,,,,,
27280,37751,12/31/2022,9/30/2023,11/30/2023,-3.094,0,-0.364,2.109,0.1675,0,DRVN,2023,10,,,,,,,
39718,147303,12/31/2021,9/30/2022,1/31/2023,-0.764,0,0.027,1.666,-0.01,0,DS,2023,8,,,,,,,
28574,38441,12/31/2022,9/30/2023,11/30/2023,-1.86,0,-0.227,0.472,0.168,0,DSGN,2023,9,,,,,,,
3889,6617,12/31/2022,9/30/2023,11/30/2023,211.814,0,0.009,1.702,22.076,0,DSGR,2023,11,,,,,,,
14933,24552,12/31/2022,3/31/2023,7/31/2023,17.289,0.479,0.173,2.277,0.083,0,DSKE,2023,11,,,,,,,
27501,37824,12/31/2022,9/30/2023,11/30/2023,-15.071,0,-0.105,1.521,0.168,0,DSP,2023,9,,,,,,,
10635,18290,12/31/2022,9/30/2023,11/30/2023,-5.036,0,-0.625,0.21,0.168,0,DSS,2023,9,,,,,,,
23560,35447,3/31/2023,9/30/2023,12/31/2023,95.947,0,0.11,9.238,0.618,0,DT,2023,11,,,,,,,
32368,39823,12/31/2022,9/30/2023,11/30/2023,13.711,0,0.054,0.732,0.1675,0,DTC,2023,10,,,,,,,
1990,3897,12/31/2022,9/30/2023,12/31/2023,18.225,0.593,0.098,1.672,2.054,3.70%,DTE,2023,12,,,,,,,
32846,40224,,9/30/2023,12/31/2023,6.02,0,0.027,1.038,0.167,0,DTI,2023,6,,,,,,,
22727,34883,12/31/2022,12/31/2022,4/30/2023,-0.661,0,-1.473,1.561,-0.024,0,DTIL,2023,10,,,,,,,
29938,39041,12/31/2022,9/30/2023,11/30/2023,16.003,0.741,0.07,1.091,0.1675,4.82%,DTM,2023,11,,,,,,,
28050,38095,,6/30/2023,10/31/2023,6.02,0,0.027,1.667,0.1675,0,DTOC,2023,5,,,,,,,
16349,26415,6/30/2023,9/30/2023,11/30/2023,-7.941,0,-7.228,1.565,-0.129,0,DTSS,2023,10,,,,,,,
43949,179363,12/31/2021,9/30/2022,1/31/2023,-9.158,0,-0.054,0.536,0.168,0,DTST,2023,10,,,,,,,
2167,4093,12/31/2022,9/30/2023,12/31/2023,20.691,0.921,0.064,1.282,0.97,4.23%,DUK,2023,12,,,,,,,
30245,39122,12/31/2022,9/30/2023,11/30/2023,-298.36,0,-0.018,12.361,0.1675,0,DUOL,2023,9,,,,,,,
28527,38412,12/31/2022,9/30/2023,11/30/2023,103.75,0,0.063,5.53,0.1675,0,DV,2023,10,,,,,,,
34368,61483,12/31/2022,9/30/2023,11/30/2023,15.878,0,0.383,4.743,10.521,0,DVA,2023,11,,,,,,,
39219,141496,12/31/2022,12/31/2022,4/30/2023,5.284,0,0.73,2.302,1.833,0,DVAX,2023,11,,,,,,,
9071,14934,12/31/2022,9/30/2023,11/30/2023,7.674,0.594,0.304,2.164,0.082,7.72%,DVN,2023,12,,,,,,,
1929,3806,12/31/2022,9/30/2023,11/30/2023,-3.019,0,-0.348,1.447,-0.096,0,DWSN,2023,10,,,,,,,
1584,3336,3/31/2022,9/30/2022,1/31/2023,9.358,0,0.152,1.432,0.131,0,DXC,2023,11,,,,,,,
41391,162887,12/31/2022,9/30/2023,12/31/2023,136.363,0,0.181,21.098,4.226,0,DXCM,2023,11,,,,,,,
8336,13381,1/31/2023,7/31/2023,11/30/2023,6.632,0,0.283,1.516,0.182,0,DXLG,2023,11,,,,,,,
35602,64223,12/31/2022,9/30/2023,11/30/2023,8.846,0.003,0.158,1.295,0.16,0,DXPE,2023,11,,,,,,,
2069,4001,12/31/2022,6/30/2023,10/31/2023,-0.281,0,-0.684,0.281,-0.016,0,DXYN,2023,10,,,,,,,
2203,4115,1/31/2023,10/31/2023,12/31/2023,15.532,0,0.23,3.037,0.14,0,DY,2023,11,,,,,,,
